Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Reactome_2022__Peroxisomal Protein Import R-HSA-9033241,0.7441466718637462,2.17781780158264,0.0,0.0,0.0,33/59,15.62%,Lonp2;Hsd17b4;Nudt7;Dhrs4;Idh1;Ehhadh;Usp9x;Crot;Mpv17;Acox1;Pex13;Ephx2;Ube2d3;Pex5;Pipox;Pex26;Hao1;Ide;Pecr;Gstk1;Pex2;Pex7;Glyat;Hmgcl;Phyh;Baat;Acot8;Acox2;Gnpat;Ech1;Acox3;Decr2;Amacr
prerank,GO_Biological_Process_2023__Fatty Acid Beta-Oxidation (GO:0006635),0.7782822718934693,2.161557711590995,0.0,0.0,0.0,35/47,16.74%,Acad11;Abcd3;Hadha;Hsd17b4;Etfdh;Ehhadh;Scp2;Acadm;Crot;Decr1;Echdc1;Etfa;Acat1;Acox1;Hadhb;Cpt2;Gcdh;Acadl;Acad10;Bdh2;Pex2;Acadvl;Ivd;Echs1;Acot8;Acox2;Acox3;Hsd17b10;Auh;Decr2;Amacr;Slc25a17;Acaa2;Acads;Acat2
prerank,GO_Biological_Process_2023__Fatty Acid Catabolic Process (GO:0009062),0.7462526953353013,2.1589212617896525,0.0,0.00010077124797845402,0.001,31/58,12.06%,Acad11;Abcd3;Hadha;Hsd17b4;Pcca;Nudt7;Abhd3;Ehhadh;Scp2;Acadm;Crot;Decr1;Echdc1;Acat1;Acox1;Hadhb;Pex13;Cpt2;Hacl1;Pccb;Hao1;Acadl;Acad10;Bdh2;Adtrp;Pex2;Slc27a4;Mcee;Phyh;Echs1;Acot8
prerank,GO_Biological_Process_2023__Fatty Acid Oxidation (GO:0019395),0.7748397632773217,2.15884222516266,0.0,9.16102254349582e-05,0.001,33/48,16.74%,Acad11;Abcd3;Hadha;Hsd17b4;Adh4;Adipor2;Ehhadh;Scp2;Acadm;Crot;Decr1;Echdc1;Acat1;Acox1;Hadhb;Pex13;Cpt2;Hacl1;Hao1;Acad10;Bdh2;Pex2;Acsm1;Phyh;Echs1;Adh5;Hsd17b10;Auh;Slc25a17;Acaa2;Acads;Adh7;Acat2
prerank,MSigDB_Hallmark_2020__Epithelial Mesenchymal Transition,-0.687287448455871,-2.1570160681600425,0.0,0.0,0.0,82/194,8.76%,Ccn2;Lamc2;Emp3;Timp1;Htra1;Igfbp2;Spp1;Lum;Loxl1;Serpine2;Cdh6;Rhob;Plaur;Serpinh1;Gadd45b;Fmod;Vim;Capg;Fbln1;Pmepa1;Basp1;Efemp2;Col1a1;Pdlim4;Col1a2;Pcolce;Mgp;Pmp22;Col7a1;Bgn;Fbn2;Dpysl3;Lox;Fstl3;Plod2;Timp3;Mmp2;Mmp14;Eln;Gpc1;Snai2;Itga2;Pdgfrb;Tpm4;Slit2;Col6a2;Itga5;Sparc;Gja1;Slc6a8;Col6a3;Aplp1;Vegfc;Thbs1;Col5a2;Fbln5;Gem;Tnfaip3;Vcan;Fstl1;Thy1;Col16a1;Mfap5;Cd44;Col4a1;Loxl2;Itgb5;Wipf1;Tpm1;Col4a2;Slit3;Cdh11;Flna;Col12a1;Gpx7;Fbln2;Eno2;Glipr1;Tgfbr3;Cxcl1;Wnt5a;Col3a1
prerank,Reactome_2022__Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090,-0.8064460994690793,-2.152797299444837,0.0,0.0,0.0,25/55,7.09%,Mmp7;Lamc2;Itgb4;Col27a1;Loxl1;Col4a4;Col4a5;Col1a1;Col1a2;Pcolce;Lama4;Col7a1;Col4a3;Lox;Ctss;Col15a1;Col6a1;Col6a2;Itga6;Col6a3;Col5a2;Col4a1;Ctsb;Loxl2;Col4a2
prerank,Reactome_2022__Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517,0.6464290706297621,2.1491934726090594,0.0,8.397603998204502e-05,0.001,90/159,18.33%,Sdha;Lrpprc;Ndufs1;Etfdh;L2hgdh;Pm20d1;Rxra;Sucla2;Atp5f1b;Dlst;Pdp2;Trap1;Pdpr;Ldhd;Suclg2;Taco1;Uqcrc2;Ogdh;Ldlr;Pdha1;Etfa;Pdhb;Dlat;Pdhx;Ndufb5;Vdac1;Glo1;Ndufaf1;Adhfe1;Nubpl;Atp5f1a;Pdpk1;Ndufab1;Idh3b;Ndufv1;Atp5me;Hagh;Cs;Ndufa3;Aco2;Suclg1;Gstz1;Ndufs2;D2hgdh;Atp5pb;Ndufb6;Idh2;Timmdc1;Uqcrfs1;Tmem186;Ndufb9;Uqcrb;Atp5mc3;Cox7b;Ndufa1;Ndufa5;Pdk2;Ndufa9;Cox7c;Ndufb3;Cox6b1;Fahd1;Ndufs6;Ndufb1;Uqcrc1;Ndufc1;Ndufb8;Atp5mf;Acad9;Ndufs5;Cox6c;Nnt;Ndufa10;Ucp3;Idh3g;Atp5f1e;Cox5a;Ecsit;Cox5b;Atp5pf;Cycs;Sdhb;Atp5po;Ndufaf4;Ndufaf6;Ndufaf7;Ndufs3;Ldhal6b;Uqcr10;Sco1
prerank,Reactome_2022__Collagen Formation R-HSA-1474290,-0.7562643992793675,-2.1435924224531395,0.0,0.0,0.0,36/87,7.57%,Mmp7;Lamc2;Itgb4;Col27a1;Loxl1;Col4a4;Serpinh1;Col28a1;Col4a5;P3h3;Col1a1;Col1a2;Pcolce;Lama4;Crtap;Col7a1;Col4a3;Lox;Ctss;Col4a6;Plod2;Col15a1;Col6a1;P3h2;Col6a2;Itga6;Col6a3;Col5a2;Adamts14;Col16a1;Adamts2;Col4a1;Ctsb;Loxl2;Col4a2;Col12a1
prerank,KEGG_2019_Mouse__Tryptophan metabolism,0.7786796768002053,2.1260641985737734,0.0,0.00023254903379643234,0.003,28/45,12.13%,Aox3;Aldh3a2;Hadha;Dld;Dlst;Kynu;Aox1;Ehhadh;Aldh9a1;Aldh7a1;Aldh8a1;Cat;Maob;Acat1;Aadat;Ddc;Gcdh;Tdo2;Maoa;Kmo;Ido2;Aldh1b1;Aldh2;Hadh;Acmsd;Haao;Echs1;Afmid
prerank,MSigDB_Hallmark_2020__Bile Acid Metabolism,0.6573041286047685,2.1232928451304476,0.0,0.00021593838852525862,0.003,60/110,13.60%,Nr3c2;Abcd3;Ar;Lonp2;Abca1;Hsd17b4;Retsat;Rxra;Aldh1a1;Nudt12;Abca6;Pex1;Pnpla8;Idh1;Isoc1;Scp2;Aldh9a1;Aldh8a1;Crot;Optn;Slc23a1;Cat;Dhcr24;Cyp7b1;Pex11a;Cyp7a1;Pex13;Ephx2;Hacl1;Pipox;Acsl1;Pex26;Hao1;Gnmt;Sult1b1;Nr1h4;Akr1d1;Pecr;Gstk1;Abca3;Slc27a5;Rxrg;Abcd1;Idh2;Hsd3b7;Serpina6;Cyp8b1;Pex7;Pfkm;Hsd17b11;Lipe;Abca4;Phyh;Nedd4;Sod1;Bbox1;Acsl5;Gnpat;Gc;Pex19
prerank,MSigDB_Hallmark_2020__IL-6/JAK/STAT3 Signaling,-0.7403655366158003,-2.122024052804932,0.0,0.0,0.0,36/84,13.30%,Cd14;Csf2ra;Il1r1;Ltb;Cd9;Csf1;Socs3;Ccr1;Tnf;Crlf2;Csf3r;Cxcl9;Osmr;Pdgfc;Lepr;Pik3r5;Irf1;Il10rb;Tnfrsf1b;Cd44;Cntfr;Pf4;Tlr2;Il3ra;Ccl7;Ifngr1;Il2rg;Cxcl1;Csf2rb;Tnfrsf12a;Map3k8;Myd88;Acvrl1;Hmox1;Tgfb1;Ifngr2
prerank,GO_Biological_Process_2023__Endoplasmic Reticulum To Golgi Vesicle-Mediated Transport (GO:0006888),0.6544527581028619,2.090206293814576,0.0,0.00047026582389945206,0.007,43/106,12.62%,Sec24a;Lman1;Vapb;Atl3;Sec24c;Copg2;Gosr1;Gopc;Rab1a;Mia2;Sar1b;Spast;Sec16a;Copb2;Trappc11;Cul3;Sec22c;Uso1;Pgap1;Sec31a;Tmed5;Trappc13;Trappc8;Tex261;Stx17;Trappc10;Trappc12;Arcn1;Gbf1;Trappc2b;Copb1;Sec24d;Steep1;Copa;Scfd1;Lman2;Bet1;Atl2;Trip11;Sec16b;Gosr2;Ykt6;Vti1a
prerank,GO_Biological_Process_2023__acyl-CoA Metabolic Process (GO:0006637),0.8351215005481619,2.0845540121066577,0.0,0.0004408742099057363,0.007,19/27,12.06%,Oxsm;Sucla2;Dlst;Suclg2;Ogdh;Acsm3;Acacb;Acot1;Acsf2;Acot12;Acsm5;Hmgcs2;Glyat;Acsm1;Acot7;Gpat4;Mcee;Baat;Acot8
prerank,Reactome_2022__Mitochondrial Fatty Acid Beta-Oxidation R-HSA-77289,0.7961179299573002,2.078263191439669,0.0,0.00041494043285245774,0.007,28/34,16.49%,Acad11;Hadha;Mmut;Pcca;Acadm;Decr1;Acsm3;Acot1;Acsf2;Hadhb;Pccb;Ndufab1;Acot12;Acadl;Acad10;Acadvl;Them5;Hadh;Acot7;Pctp;Mcee;Dbi;Echs1;Acot11;Them4;Acaa2;Acads;Mecr
prerank,GO_Biological_Process_2023__Collagen Fibril Organization (GO:0030199),-0.8221917701540831,-2.0769814788399477,0.0,0.0,0.0,18/41,8.76%,Dpt;Col27a1;Lum;Loxl1;Serpinh1;Tgfb2;Col1a1;P3h4;Col1a2;Crtap;Lox;Cyp1b1;Col5a2;Adamts2;Loxl2;Col12a1;Scx;Col3a1
prerank,KEGG_2019_Mouse__Fatty acid degradation,0.7370665075719277,2.0761715862649455,0.0,0.0003918881865828767,0.007,35/47,16.74%,Aldh3a2;Hadha;Cyp4a14;Cyp4a12a;Adh4;Acadsb;Ehhadh;Aldh9a1;Aldh7a1;Acadm;Acsl4;Acat1;Acox1;Hadhb;Cpt2;Gcdh;Cpt1a;Acsl1;Aldh1b1;Acadl;Aldh2;Acaa1b;Acadvl;Cyp4a10;Hadh;Cyp4a12b;Adh1;Echs1;Acsl5;Adh5;Acox3;Acaa2;Acads;Adh7;Acat2
prerank,KEGG_2019_Mouse__Propanoate metabolism,0.8198307590892422,2.075090510426582,0.0,0.00037126249255219903,0.007,16/29,4.84%,Abat;Hadha;Dld;Sucla2;Pcca;Aldh6a1;Ehhadh;Suclg2;Acss3;Acadm;Hibch;Acacb;Echdc1;Dbt;Acat1;Pccb
prerank,KEGG_2019_Mouse__ECM-receptor interaction,-0.7272043380179892,-2.0702888219887,0.0,0.0,0.0,41/83,12.82%,Lamc2;Itgb4;Spp1;Col4a4;Lama5;Lamc3;Itga8;Col4a5;Itgb8;Col1a1;Itga3;Col1a2;Lama4;Lamb2;Col4a3;Agrn;Col4a6;Col6a1;Itga2;Col6a2;Itga6;Itga5;Thbs4;Col6a3;Itgb6;Thbs1;Itgb7;Cd47;Cd44;Col4a1;Hspg2;Itgb5;Col4a2;Tnxb;Thbs3;Col9a2;Thbs2;Col6a6;Sdc4;Itgav;Lama2
prerank,Reactome_2022__Pyruvate Metabolism And Citric Acid (TCA) Cycle R-HSA-71406,0.728102861637657,2.05761981272079,0.0,0.0007053987358491781,0.012,27/52,7.84%,Sdha;L2hgdh;Rxra;Sucla2;Dlst;Pdp2;Pdpr;Ldhd;Suclg2;Ogdh;Ldlr;Pdha1;Pdhb;Dlat;Pdhx;Vdac1;Glo1;Adhfe1;Pdpk1;Idh3b;Hagh;Cs;Aco2;Suclg1;Gstz1;D2hgdh;Idh2
prerank,GO_Biological_Process_2023__Proton Motive Force-Driven ATP Synthesis (GO:0015986),0.7150306799235994,2.0568480388124666,0.0,0.0006718083198563601,0.012,38/58,22.28%,Sdha;Ndufs1;Atp5f1b;Ndufb5;Ndufab1;Ndufv1;Atp5me;Ndufa3;Ndufs2;Atp5pb;Ndufb6;Atp5mk;Ndufb9;Atp5mc3;Atp5mj;Ndufa1;Ndufa5;Ndufa9;Ndufb3;Ndufs6;Ndufb1;Ndufc1;Ndufb8;Atp5mf;Ndufs5;Ndufa10;Atp5f1e;Atp5pf;Sdhb;Atp5po;Ndufs3;Atp5f1c;Ndufv3;Atp5pd;Ndufv2;Sdhd;Ndufb10;Ndufa6
prerank,GO_Biological_Process_2023__Cellular Respiration (GO:0045333),0.6589806474944515,2.051978857144943,0.0,0.0006412715780447075,0.012,51/84,22.28%,Sdha;Ndufs1;Etfdh;Slc25a13;Uqcrc2;Etfa;Ndufb5;Cox15;Ndufab1;Ndufv1;Ndufa3;Mtfr1;Ndufs2;Ndufb6;Sirt3;Ndufa4;Uqcrfs1;Ndufb9;Uqcrb;Cox7b;Ndufa1;Ndufa5;Ndufa9;Cox7c;Ndufb3;Cox6b1;Ndufs6;Ndufb1;Uqcrc1;Ndufc1;Ndufb8;Ndufs5;Cox6c;Ndufa10;Mtfr1l;Cox5a;Cox5b;Cycs;Cyc1;Sdhb;Ndufs3;Uqcr10;Mdh2;Cox7a2;Cox4i1;Ndufv3;Ndufv2;Sdhaf4;Ndufb10;Uqcr11;Ndufa6
prerank,Reactome_2022__Collagen Chain Trimerization R-HSA-8948216,-0.8014123893037667,-2.0477186523302646,0.0,9.951281456428039e-05,0.001,24/43,12.54%,Col27a1;Col4a4;Col28a1;Col4a5;Col1a1;Col1a2;Col7a1;Col4a3;Col4a6;Col15a1;Col6a1;Col6a2;Col6a3;Col5a2;Col16a1;Col4a1;Col4a2;Col12a1;Col3a1;Col23a1;Col5a1;Col9a2;Col6a6;Col8a2
prerank,"Reactome_2022__Respiratory Electron Transport, ATP Synthesis By Chemiosmotic Coupling, Heat Production By Uncoupling Proteins R-HSA-163200",0.6330739819987258,2.046806152951863,0.0,0.0007010173772414193,0.014,70/110,22.28%,Sdha;Lrpprc;Ndufs1;Etfdh;Pm20d1;Atp5f1b;Trap1;Taco1;Uqcrc2;Etfa;Ndufb5;Ndufaf1;Nubpl;Atp5f1a;Ndufab1;Ndufv1;Atp5me;Ndufa3;Ndufs2;Atp5pb;Ndufb6;Timmdc1;Uqcrfs1;Tmem186;Ndufb9;Uqcrb;Atp5mc3;Cox7b;Ndufa1;Ndufa5;Ndufa9;Cox7c;Ndufb3;Cox6b1;Ndufs6;Ndufb1;Uqcrc1;Ndufc1;Ndufb8;Atp5mf;Acad9;Ndufs5;Cox6c;Ndufa10;Ucp3;Atp5f1e;Cox5a;Ecsit;Cox5b;Atp5pf;Cycs;Sdhb;Atp5po;Ndufaf4;Ndufaf6;Ndufaf7;Ndufs3;Uqcr10;Sco1;Atp5f1c;Cox18;Cox4i1;Ndufv3;Atp5pd;Ndufv2;Sdhd;Ndufaf2;Ndufb10;Uqcr11;Ndufa6
prerank,Reactome_2022__Glyoxylate Metabolism And Glycine Degradation R-HSA-389661,0.798653747900582,2.046628798402018,0.0,0.0006718083198563601,0.014,19/31,10.96%,Gldc;Dlst;Aldh4a1;Ldhd;Ogdh;Pdha1;Dbt;Pdhb;Dlat;Pdhx;Hao1;Ndufab1;Got2;Gnmt;Amt;Agxt2;Lias;Prodh2;Gcsh
prerank,GO_Biological_Process_2023__Oxidative Phosphorylation (GO:0006119),0.7040615982615591,2.0343591068252764,0.0,0.0007658614846362505,0.016,39/60,22.28%,Sdha;Ndufs1;Atp5f1b;Uqcrc2;Ndufb5;Ndufab1;Ndufv1;Atp5me;Tefm;Ndufa3;Ndufs2;Atp5pb;Ndufb6;Ndufb9;Uqcrb;Ndufa1;Ndufa5;Ndufa9;Ndufb3;Ndufs6;Ndufb1;Uqcrc1;Ndufc1;Ndufb8;Atp5mf;Ndufs5;Ndufa10;Atp5f1e;Atp5pf;Sdhb;Atp5po;Ndufs3;Atp5f1c;Ndufv3;Atp5pd;Ndufv2;Sdhd;Ndufb10;Ndufa6
prerank,KEGG_2019_Mouse__Glyoxylate and dicarboxylate metabolism,0.7908321465920471,2.0255777779375834,0.0,0.0007751634459881078,0.017,19/30,14.10%,Gldc;Dld;Pcca;Aco1;Glul;Cat;Acat1;Pccb;Hao1;Glyctk;Cs;Aco2;Amt;Gcsh;Mdh1;Mcee;Afmid;Shmt1;Acss2
prerank,GO_Biological_Process_2023__Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),0.7211200178210637,2.0253953144244954,0.0,0.0007464536887292891,0.017,36/52,23.00%,Sdha;Ndufs1;Atp5f1b;Ndufb5;Ndufab1;Ndufv1;Atp5me;Ndufa3;Ndufs2;Atp5pb;Ndufb6;Ndufb9;Ndufa1;Ndufa5;Ndufa9;Ndufb3;Ndufs6;Ndufb1;Ndufc1;Ndufb8;Atp5mf;Ndufs5;Ndufa10;Atp5f1e;Atp5pf;Sdhb;Atp5po;Ndufs3;Atp5f1c;Ndufv3;Atp5pd;Ndufv2;Sdhd;Ndufb10;Ndufa6;Ndufc2
prerank,KEGG_2019_Mouse__Hematopoietic cell lineage,-0.7152077186962512,-2.024249539442603,0.0,0.00018093239011687343,0.002,31/87,9.84%,Cd14;Csf2ra;Il1r1;Cd34;Cd9;Csf1;Cd24a;Itga3;Tnf;Csf3r;Cd5;H2-Aa;Itga2;H2-Eb1;Cd37;Itga6;Itga5;Il11ra1;Il7r;Cd8a;H2-Ab1;Cd44;Itgam;H2-DMb1;Kitl;Cd3e;Il3ra;Cd4;Il4ra;Il6ra;Cd3d
prerank,GO_Biological_Process_2023__Aerobic Electron Transport Chain (GO:0019646),0.6878903885539244,2.0220237462083808,0.0,0.0008637535541010345,0.02,45/65,22.28%,Sdha;Ndufs1;Uqcrc2;Ndufb5;Ndufaf1;Cox15;Ndufab1;Ndufv1;Ndufa3;Ndufs2;Ndufb6;Ndufa4;Uqcrfs1;Ndufb9;Uqcrb;Cox7b;Ndufa1;Ndufa5;Ndufa9;Cox7c;Ndufb3;Cox6b1;Ndufs6;Ndufb1;Uqcrc1;Ndufc1;Ndufb8;Ndufs5;Cox6c;Ndufa10;Cox5a;Cox5b;Cycs;Cyc1;Sdhb;Ndufs3;Uqcr10;Cox7a2;Cox4i1;Ndufv3;Ndufv2;Sdhd;Ndufb10;Uqcr11;Ndufa6
