,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
10,GO_Biological_Process_2023,Positive Regulation Of Multicellular Organismal Process (GO:0051240),45/387,6.001703690837372e-08,1.7508606494451936e-05,0,0,2.646308990992012,44.00451257106593,PTGER4;SLC27A1;PDGFB;CXCR4;TREM2;PTN;TNF;IGF1R;GJA1;MUC1;MDK;GLIPR2;PDGFC;PRDM16;PDPN;SPP1;GRB10;LEPR;ITGAX;SOX9;TRPM4;CCR2;TGFB2;NIBAN2;TGFB3;CAV1;CARD9;TET1;FOXJ1;ETV4;GADD45G;BATF;COL1A1;CCDC88B;FABP5;SMO;MFAP2;SNAI1;LCN2;TMEM119;F2RL1;ADAM8;SINHCAF;TRIM16;GAS6
11,GO_Biological_Process_2023,Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),36/284,1.515107678009692e-07,4.051650448944251e-05,0,0,2.9060114175665452,45.631961446217915,EPHB6;DDR1;SHC4;LTK;RGS14;SRC;ARHGEF28;PDGFB;PLAT;MST1R;ART4;IGF1R;EFNB2;PAK1;EFS;PDGFD;PDGFC;NTF3;ERBB2;GRB10;BDKRB2;SAMD10;MPZL1;PDGFRB;PDGFRA;ANGPT1;CAV2;MMP2;SULF1;NGF;CNKSR1;DOK3;CD8A;LCK;FGF18;COL4A6
12,GO_Biological_Process_2023,Positive Regulation Of Intracellular Signal Transduction (GO:1902533),54/525,1.83736928757589e-07,4.535475418331562e-05,0,0,2.312309609526447,35.86336902576974,SEMA5A;DDR1;NCF1;SLC44A2;TREM2;TNF;CX3CL1;IGF1R;GJA1;SOX9;PDGFRB;PDGFRA;SPHK1;RHOC;GPRC5B;DOK3;LCK;RRAGB;RRAGD;ADAM8;S100A4;NUPR1;LTB;GAS6;HBEGF;CX3CR1;RAMP3;SRC;PDGFB;MST1R;AGER;THBS1;ART4;PIK3R5;PDGFD;TSPAN6;UBD;PDGFC;ERBB2;CCL19;IGFBP6;TBX1;TGFB2;ANGPT1;SEMA4D;CAV2;TGFB3;CAV1;CARD9;SCTR;BMP6;P2RX2;F2RL1;SPRY2
13,GO_Biological_Process_2023,Extracellular Structure Organization (GO:0043062),20/109,2.705776752932489e-07,6.202026857257398e-05,0,0,4.460697712764705,67.45782285463149,COL28A1;COL15A1;MMP7;MMP2;APLP1;THSD4;ADAMTS16;COL1A1;MMP12;SMOC2;ADAMTS14;CCDC80;COL1A2;SPINT1;COL7A1;COL4A3;COL5A2;COL4A6;COL4A5;ADAMTS9
14,GO_Biological_Process_2023,External Encapsulating Structure Organization (GO:0045229),20/110,3.157808117699682e-07,6.75560416646552e-05,0,0,4.410901467505241,66.02333252642767,COL28A1;COL15A1;MMP7;MMP2;APLP1;THSD4;ADAMTS16;COL1A1;MMP12;SMOC2;ADAMTS14;CCDC80;COL1A2;SPINT1;COL7A1;COL4A3;COL5A2;COL4A6;COL4A5;ADAMTS9
15,GO_Biological_Process_2023,Regulation Of Chemotaxis (GO:0050920),10/28,4.214469100763889e-07,8.153787222791953e-05,0,0,10.95435684647303,160.80527028445186,EFNB2;PDGFRB;PDGFRA;GPR183;PDGFB;CXCR4;F2RL1;TREM2;CCL19;THBS1
16,GO_Biological_Process_2023,Positive Regulation Of Cell Population Proliferation (GO:0008284),50/483,4.3195507256922163e-07,8.153787222791953e-05,0,0,2.3235905741679415,34.05209033074622,LAMC2;TNF;CX3CL1;IGF1R;GJA1;ESM1;MDK;ITGAX;TIMP1;SOX9;SOX4;PDGFRB;PDGFRA;SPHK1;MATK;EMP2;OSMR;CDC25B;S100A6;SINHCAF;GAS6;HBEGF;PDGFB;MST1R;PTN;CSF2RA;THBS1;PKHD1;EFNB2;PAK1;RASSF10;RAB25;EPCAM;PDGFD;PDGFC;NTF3;ERBB2;HES1;TRPM4;TBX1;TGFB2;TGFB3;BMP6;TBX2;CLCF1;FGF18;BCL2;TMEM119;IL7R;CRLF2
17,GO_Biological_Process_2023,Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374),26/179,5.960780493761942e-07,0.0001062674700249004,0,0,3.3830975428145944,48.48957922767831,DDR1;ARHGAP8;RAMP3;PDGFB;TREM2;TNF;AGER;CX3CL1;P2RY6;GPNMB;GLIPR2;PDGFD;PDGFC;CCN2;CCL19;PDGFRB;CCR1;PDGFRA;ANGPT1;CARD9;GPR183;ACKR3;F2RL1;SPRY2;GAS6;MAP3K12
18,GO_Biological_Process_2023,Positive Regulation Of Chemotaxis (GO:0050921),12/44,8.264424194081947e-07,0.00013958177494109982,0,0,7.404106029106029,103.7029129671354,SEMA5A;PDGFRB;SMOC2;MDK;TMSB4X;PDGFB;F2RL1;TREM2;PTN;CCL19;THBS1;CCR2
19,GO_Biological_Process_2023,Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068),15/69,8.844410728391246e-07,0.00014190857013703754,0,0,5.495307612095933,76.5953007546231,DDR1;PDGFRB;PDGFRA;TGFB2;NCF1;SEMA4D;SRC;PDGFB;TREM2;TNF;IGF1R;PDGFD;PDGFC;F2RL1;SOX9
20,GO_Biological_Process_2023,Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066),17/90,1.3785750523147284e-06,0.000210659397279903,0,0,4.612029601637538,62.23684973010541,DDR1;PDGFRB;PDGFRA;TGFB2;NCF1;SEMA4D;SRC;PDGFB;TREM2;PTPN13;TNF;IGF1R;PIK3IP1;PDGFD;PDGFC;F2RL1;SOX9
21,GO_Biological_Process_2023,Negative Regulation Of Cell Population Proliferation (GO:0008285),41/379,1.5478006835919114e-06,0.00022576783607483836,0,0,2.4296758563392253,32.50584496988009,CDKN1C;BTG2;RARG;TES;CTBP2;FBLN1;TREM2;THBS1;PAK1;ADGRG1;GPNMB;PDPN;MARVELD3;NCK2;CYP1B1;SH3BP4;IGFBP7;HES1;SOX9;IGFBP6;SOX4;TGFB2;NIBAN2;TGFB3;TESC;MAGI2;P3H2;P3H3;DYNLL1;NGF;RUNX3;CBFA2T3;PTPN14;SULT2B1;WT1;SFRP5;WNK2;ALDH1A2;COL4A3;NUPR1;CD200
22,GO_Biological_Process_2023,Positive Regulation Of Cellular Process (GO:0048522),56/594,1.8034122784012836e-06,0.00025161521745172694,0,0,2.096297916109856,27.72527982051016,SLC44A4;LAMC2;TNF;CX3CL1;CXCL16;IGF1R;ESM1;CDH3;MDK;ITGAX;TIMP1;CCN2;SOX9;TEAD1;SOX4;PDGFRB;PDGFRA;SPHK1;MATK;EMP2;OSMR;CDC25B;ADAM8;SINHCAF;NUPR1;HBEGF;PDGFB;MST1R;PTN;THBS1;PKHD1;EFNB2;PAK1;ADGRG1;RAB25;EPCAM;PDGFD;PDGFC;NTF3;ERBB2;HES1;CCL19;TRPM4;TBX1;EGR2;TGFB2;CAVIN1;TGFB3;LAMB2;CAV1;BMP6;CLCF1;FGF18;BCL2;IL7R;CRLF2
23,GO_Biological_Process_2023,Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008),7/15,2.900056722167307e-06,0.0003877617508931204,0,0,17.208634953464323,219.42352289706997,PDGFRB;PDGFRA;RGS14;PDGFD;PDGFC;PDGFB;PLAT
24,GO_Biological_Process_2023,Negative Regulation Of Angiogenesis (GO:0016525),16/86,3.4497242062926267e-06,0.0004428065991197216,0,0,4.522755741127349,56.883677093996546,TGFB2;SPARC;SEMA6A;NIBAN2;ECSCR;KLF4;SULF1;TNF;THBS1;THBS4;KLF2;CREB3L1;COL4A3;SPRY2;ADAMTS9;CCR2
25,GO_Biological_Process_2023,Response To Amyloid-Beta (GO:1904645),11/43,4.725584437572973e-06,0.0005832461715450642,0,0,6.780049325025961,83.14048579919661,MMP12;GJA1;RAMP3;CACNA2D1;MMP2;CASP4;CACNA1B;ATP1A3;TREM2;AGER;IGF1R
26,GO_Biological_Process_2023,Cell-Matrix Adhesion (GO:0007160),18/109,5.105923112906856e-06,0.0006068484173821518,0,0,3.917766334084326,47.73841098266191,DDR1;CD63;ITGB4;ITGA3;SRC;ITGA2;EMP2;DYNLL1;FERMT1;ADAM15;ITGAX;ITGA8;ITGBL1;ITGB8;ITGA6;ITGB6;ADAMTS9;CD34
27,GO_Biological_Process_2023,Positive Regulation Of Response To External Stimulus (GO:0032103),22/155,6.314964777319283e-06,0.0007237400703720564,0,0,3.282728881026095,39.30276165500368,PDGFRB;PTGER4;PDGFB;ACOD1;PLAT;CYBA;TREM2;PTN;TNF;PLA2G7;THBS1;BMP6;CX3CL1;MAPK13;THBD;GPRC5B;MDK;CASP4;F2RL1;ADAM8;CCL19;CCR2
28,GO_Biological_Process_2023,Positive Regulation Of Glial Cell Differentiation (GO:0045687),7/17,8.04264735686295e-06,0.0008899605299370071,0,0,13.76546018614271,161.47920312975887,EGR2;SERPINE2;MDK;CLCF1;CXCR4;HES1;PTN
29,GO_Biological_Process_2023,Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167),19/124,8.713227796766404e-06,0.0009320249333274464,0,0,3.585130890052356,41.76917063493158,PDGFRB;SHC4;DDR1;PDGFRA;LTK;MST1R;PTN;NGF;ART4;CNKSR1;DOK3;EFS;CD8A;LCK;ERBB2;NTF3;BDKRB2;SAMD10;MPZL1
30,GO_Biological_Process_2023,Response To Progesterone (GO:0032570),6/13,1.67797031983715e-05,0.0017369699214056,0,0,16.84090909090909,185.17153054028435,TGFB2;SRC;TGFB3;CAV1;ACOD1;THBS1
31,GO_Biological_Process_2023,Cell-Cell Junction Organization (GO:0045216),13/68,2.07364758321045e-05,0.0020794797170382,0,0,4.666029703906915,50.31667392890933,KIRREL1;TGFB2;NLGN2;TGFB3;CDH6;PKHD1;CDH3;CDH1;TRPV4;MARVELD3;FSCN1;F2RL1;PKP3
32,GO_Biological_Process_2023,Regulation Of Epithelial Cell Migration (GO:0010632),11/50,2.2449865727183753e-05,0.0020961529134895,0,0,5.5610671778896075,59.526919454929384,VIL1;TGFB2;RAB25;GLIPR2;SRC;RHOJ;MARVELD3;TACSTD2;EMP2;SOX9;PTN
33,GO_Biological_Process_2023,Regulation Of Cell Adhesion (GO:0030155),20/144,2.2720557163385757e-05,0.0020961529134895,0,0,3.19571245012511,34.16932589823541,SEMA5A;ANGPT1;SEMA4D;SRC;LAMB2;TESC;PLAUR;CXCR4;FBLN1;FUT2;CELSR2;TNF;PKHD1;ADGRG1;PODXL;MDK;CXCR3;ERBB2;ADAM8;PLXNA3
34,GO_Biological_Process_2023,Regulation Of Angiogenesis (GO:0045765),25/205,2.2862372069845293e-05,0.0020961529134895,0,0,2.7581664910432035,29.47381715614025,SEMA5A;SPARC;ECSCR;THBS1;THBS4;GPNMB;ERBB2;ITGAX;CYP1B1;ITGB8;CD34;CCR2;TGFB2;SEMA6A;NIBAN2;SPHK1;EMP2;SULF1;KLF4;RUNX1;SMOC2;RHOJ;COL4A3;FGF18;SPRY2
35,GO_Biological_Process_2023,Negative Regulation Of Morphogenesis Of An Epithelium (GO:1905331),4/5,2.687352504436479e-05,0.0023954761629824,0,0,78.45360824742268,825.6747190541776,TACSTD2;SULF1;TNF;TBX2
36,GO_Biological_Process_2023,Actin-Mediated Cell Contraction (GO:0070252),5/9,2.8990739366901662e-05,0.0024481916481154,0,0,24.53818369453044,256.3880493579901,GSN;CCDC88C;PDPN;EPDR1;EMP2
37,GO_Biological_Process_2023,Embryonic Eye Morphogenesis (GO:0048048),5/9,2.8990739366901662e-05,0.0024481916481154,0,0,24.53818369453044,256.3880493579901,FBN2;RARG;EFEMP1;MFAP2;TBX2
38,GO_Biological_Process_2023,Neuron Projection Guidance (GO:0097485),18/124,3.1591716695226884e-05,0.0025994312532046,0,0,3.360701034183311,34.825652969246555,CYFIP2;EPHB6;SEMA5A;SEMA6C;SEMA6A;NIBAN2;SEMA3C;SEMA4D;ARHGEF25;SEMA3F;IGSF9;EFNB2;ENAH;BOC;EMB;SLIT2;SCN1B;PLXNA3
39,GO_Biological_Process_2023,Axon Guidance (GO:0007411),20/149,3.7516558716924e-05,0.0030097659230652,0,0,3.0710350543610745,31.296083398581864,CYFIP2;EPHB6;SEMA5A;SEMA6C;SEMA6A;NIBAN2;SEMA3C;SEMA4D;ARHGEF25;SEMA3F;IGSF9;EFNB2;ENAH;SMO;BOC;NCAM1;EMB;SLIT2;SCN1B;PLXNA3
40,GO_Biological_Process_2023,Negative Regulation Of Cell Adhesion (GO:0007162),13/72,3.914441056991565e-05,0.0030637661833868,0,0,4.348771583273074,44.13243389803893,SEMA5A;SEMA6A;JAG1;ANGPT1;SEMA4D;FBLN1;CX3CL1;MUC1;CDH1;MDK;PODXL;CYP1B1;PLXNA3
41,GO_Biological_Process_2023,Positive Regulation Of Protein Kinase B Signaling (GO:0051897),15/93,4.090156537840825e-05,0.0031250743642693,0,0,3.7996310259083983,38.39277220438867,SEMA5A;CX3CR1;RAMP3;ANGPT1;SRC;MST1R;TNF;THBS1;CX3CL1;IGF1R;PIK3R5;SPRY2;CCL19;GAS6;HBEGF
42,GO_Biological_Process_2023,Positive Regulation Of Protein Phosphorylation (GO:0001934),37/377,4.313395334470633e-05,0.0032189966577479,0,0,2.170199008098437,21.81310446632254,CX3CR1;RAMP3;SRC;PDGFB;TREM2;TNF;AGER;CX3CL1;THBS4;PAK1;RASSF2;GPNMB;PDGFD;PDGFC;NTF3;ERBB2;LEPR;SOX9;CCL19;TBX1;TGFB2;ANGPT1;SEMA4D;TGFB3;SPHK1;CAV1;PLAUR;NGF;BMP6;CLIP3;FGF18;TMEM119;SPRY2;CSPG4;GAS6;INHA;MAP3K12
43,GO_Biological_Process_2023,Cardiac Muscle Cell Action Potential (GO:0086001),8/29,5.282269821860512e-05,0.0038524554223523,0,0,7.494824016563147,73.81329573546819,CACNA2D1;KCNQ1;ATP1A2;CACNA1C;SLC4A3;ATP1B1;FGF12;SCN1B
44,GO_Biological_Process_2023,Negative Regulation Of Cytokine Production (GO:0001818),22/178,5.664566769439604e-05,0.0040303128646959,0,0,2.79532967032967,27.33467640578397,PTGER4;ANXA1;SFTPD;ACOD1;FOXJ1;TREM2;KLF4;TNF;AGER;THBS1;CX3CL1;VSIR;GPNMB;TMSB4X;F2RL1;HOMER3;EZR;GAS6;INHA;CD34;CD200;HAVCR2
45,GO_Biological_Process_2023,Integrin-Mediated Signaling Pathway (GO:0007229),14/85,5.77732601358719e-05,0.0040303128646959,0,0,3.8933392018779345,37.995036989536146,LAMA5;ITGB4;ITGA3;SRC;ITGA2;FBLN1;PTN;ADAM15;ITGAX;ITGA8;ITGB8;ITGBL1;ITGA6;ITGB6
46,GO_Biological_Process_2023,Protein Localization To Membrane (GO:0072657),23/192,6.337912812035106e-05,0.0043273111093235,0,0,2.698567064255004,26.085363796849737,NLGN2;RAMP3;CAV1;TESC;MAGI2;RFTN1;MYO5A;EMP2;PTN;ATP1B1;TNF;NKD2;EHD2;CACNB3;CDH1;TSPAN5;CPE;PKP3;EZR;GAS6;AGRN;RAB6B;RAMP1
47,GO_Biological_Process_2023,Positive Regulation Of Metabolic Process (GO:0009893),16/108,6.664473358704196e-05,0.0044554781266837,0,0,3.437233366615231,33.05289846578559,CAV1;CXCR4;TNF;IGF1R;GADD45G;JCHAIN;GJA1;MUC1;FABP5;PDGFC;PRDM16;MFAP2;GRB10;LEPR;LCN2;CCR2
48,GO_Biological_Process_2023,Negative Regulation Of Axon Extension (GO:0030517),8/30,6.897370424904388e-05,0.0045170738150037,0,0,7.153773762469415,68.54592373194657,SEMA5A;SEMA6C;PTPRS;SEMA6A;SEMA3C;SEMA4D;TRIM46;SEMA3F
49,GO_Biological_Process_2023,Actin Filament Organization (GO:0007015),19/144,7.368278748650312e-05,0.0047289613008837,0,0,3.0083267015706805,28.6264587415064,CARMIL1;MARCKSL1;GSN;MYO5A;EMP2;CAPG;CORO1A;CNN2;VIL1;ENAH;SAMD14;EFS;POF1B;TRPV4;DPYSL3;MYO5C;CORO6;TAGLN2;VILL
50,GO_Biological_Process_2023,Bleb Assembly (GO:0032060),4/6,7.749775797544758e-05,0.0048762804969257,0,0,39.22474226804124,371.2724448521864,PMP22;EMP1;EMP2;EMP3
51,GO_Biological_Process_2023,Negative Regulation Of Cell-Matrix Adhesion (GO:0001953),8/31,8.902123404967851e-05,0.0053899837748192,0,0,6.84238005220992,63.81638560167679,MMP12;JAG1;ADAM15;SRC;FAM107A;DYNLL1;PLET1;THBS1
52,GO_Biological_Process_2023,Negative Regulation Of Chemotaxis (GO:0050922),8/31,8.902123404967851e-05,0.0053899837748192,0,0,6.84238005220992,63.81638560167679,SEMA5A;SEMA6C;SEMA6A;SEMA3C;SEMA4D;SEMA3F;SLIT2;THBS1
53,GO_Biological_Process_2023,Podocyte Differentiation (GO:0072112),5/11,9.793169910868608e-05,0.0058196818970328,0,0,16.357069143446854,150.99603537853807,JAG1;PODXL;WT1;MAGI2;PROM1
54,GO_Biological_Process_2023,Negative Regulation Of Apoptotic Process (GO:0043066),43/482,0.00010111829623063868,0.0058487364864521,0,0,1.9555258142101104,17.98931115725691,CX3CR1;TNFAIP8;LTK;SRC;FHL2;TREM2;VTCN1;TNF;THBS1;CX3CL1;IGF1R;PKHD1;SOCS3;MDK;NTF3;CLEC5A;PDPN;ERBB2;SFN;SOX9;IER3;TBX1;ANXA1;NIBAN2;ANGPT1;SEMA4D;TGFB3;SPHK1;CAV1;PLAUR;NGF;KLF4;TOX3;WT1;DDAH2;CLCF1;BCL2;DPEP1;SPRY2;ADAM8;NUPR1;GAS6;CRYAB
55,GO_Biological_Process_2023,Aorta Morphogenesis (GO:0035909),6/17,0.0001022806631825988,0.0058487364864521,0,0,10.714688204357628,98.44430431820544,PDGFRB;TBX1;EFEMP2;JAG1;ADAMTS9;TBX2
56,GO_Biological_Process_2023,Calcium Ion Transport (GO:0006816),16/112,0.00010388843244866732,0.0058487364864521,0,0,3.2933194154488517,30.20696128770717,CCR1;RAMP3;CACNA2D1;CAV1;CAMK2A;CACNA1C;MCOLN2;CACNG7;CACNB3;CRACR2B;TRPV4;ORAI2;KCNN4;GAS6;RAMP1;TRPM4
57,GO_Biological_Process_2023,Regulation Of Protein Kinase B Signaling (GO:0051896),18/136,0.00010850358594969464,0.0059585924680139,0,0,3.017020069498617,27.541553579587692,SEMA5A;CX3CR1;RAMP3;ANGPT1;SRC;MAGI2;MST1R;TNF;THBS1;CX3CL1;IGF1R;PIK3R5;PKHD1;SFRP5;SPRY2;CCL19;GAS6;HBEGF
58,GO_Biological_Process_2023,Positive Regulation Of Signal Transduction (GO:0009967),28/266,0.00010955342960823312,0.0059585924680139,0,0,2.3365253077975376,21.307003696077818,CD63;NLGN2;CTBP2;SRC;TREM2;CTSS;ESM1;P2RY6;CDH3;CTSK;GRB10;TSPAN5;JAG2;TGFB2;JAG1;CAV2;LAMB2;EMP2;KIF7;SULF1;BMP6;KLF2;SMOC2;EVC;TRIM16;GAS6;IL7R;CRLF2
59,GO_Biological_Process_2023,Mesenchymal Cell Migration (GO:0090497),8/32,0.00011366335132758576,0.006079094906837,0,0,6.556935817805383,59.55185843398837,SEMA5A;TBX1;SEMA6C;SEMA6A;SEMA3C;SEMA4D;NRTN;SEMA3F
60,GO_Biological_Process_2023,Positive Regulation Of MAP Kinase Activity (GO:0043406),14/91,0.0001238876270644048,0.0064121837943495,0,0,3.5888257575757576,32.28556329123403,PDGFRB;PDGFB;MST1R;TNF;THBS1;PIK3R5;PAK1;PDGFD;ERBB2;NTF3;PDGFC;FGF18;CCL19;MAP3K12
61,GO_Biological_Process_2023,Regulation Of Epithelial Cell Proliferation (GO:0050678),14/91,0.0001238876270644048,0.0064121837943495,0,0,3.5888257575757576,32.28556329123403,CDKN1C;TBX1;TGFB2;ANGPT1;FUT2;RUNX3;SGPP2;BMP6;PKHD1;ERBB2;MARVELD3;FGF18;SOX9;NUPR1
62,GO_Biological_Process_2023,Axonogenesis (GO:0007409),22/188,0.0001282426601882511,0.0065322332784777,0,0,2.625544193581047,23.529040891130485,CYFIP2;EPHB6;SEMA5A;SEMA6C;SEMA6A;NIBAN2;SEMA3C;SEMA4D;ARHGEF25;APLP1;SEMA3F;IGSF9;EFNB2;ENAH;BOC;S100A6;TRIM46;EMB;SLIT2;B4GALT6;SCN1B;PLXNA3
63,GO_Biological_Process_2023,Regulation Of Sprouting Angiogenesis (GO:1903670),8/33,0.00014367940035792578,0.0071530321614119,0,0,6.294327122153209,55.69174139519423,SEMA6A;PKM;CREB3L1;FGF18;RHOJ;KLF4;THBS1;KLF2
