,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
14,GO_Biological_Process_2023,Cellular Response To Growth Hormone Stimulus (GO:0071378),2/11,0.0054620435941975,0.3630438308943307,0,0,21.552287581699343,112.28595866337312,GHR;PIK3R1
15,GO_Biological_Process_2023,Regulation Of Hydrolase Activity (GO:0051336),4/71,0.0062027851299381,0.3818048643620654,0,0,5.830353184572188,29.63426772260168,MRAP;NTRK2;ADAP2;PLXNA2
16,GO_Biological_Process_2023,Multicellular Organismal-Level Iron Ion Homeostasis (GO:0060586),2/12,0.0065102133341575,0.3818048643620654,0,0,19.396078431372548,97.64728855100952,SLC40A1;HAMP
17,GO_Biological_Process_2023,Intracellular Glucose Homeostasis (GO:0001678),3/43,0.0098188442169393,0.4112793361452274,0,0,7.298275862068966,33.743227112136296,PIK3R1;CYP7A1;GCK
18,GO_Biological_Process_2023,Cellular Glucuronidation (GO:0052695),2/15,0.0101491956531629,0.4112793361452274,0,0,14.917797888386124,68.47807498673431,UGT2A3;UGT1A9
19,GO_Biological_Process_2023,Glucuronate Metabolic Process (GO:0019585),2/15,0.0101491956531629,0.4112793361452274,0,0,14.917797888386124,68.47807498673431,UGT2A3;UGT1A9
20,GO_Biological_Process_2023,Triglyceride Metabolic Process (GO:0006641),3/45,0.0111220962432119,0.4112793361452274,0,0,6.950035186488388,31.266967700806394,MOGAT1;APOB;GCK
21,GO_Biological_Process_2023,T Cell Differentiation (GO:0030217),3/46,0.0118093417509168,0.4112793361452274,0,0,6.788062779241608,30.13129012690132,ZAP70;LIG4;PIK3R1
22,GO_Biological_Process_2023,Triglyceride Biosynthetic Process (GO:0019432),2/17,0.0129694290892031,0.4112793361452274,0,0,12.927450980392155,56.17184677266284,MOGAT1;GCK
23,GO_Biological_Process_2023,Growth Hormone Receptor Signaling Pathway (GO:0060396),2/17,0.0129694290892031,0.4112793361452274,0,0,12.927450980392155,56.17184677266284,GHR;PIK3R1
24,GO_Biological_Process_2023,Positive Regulation Of Nervous System Development (GO:0051962),3/49,0.0140151282103447,0.4112793361452274,0,0,6.34439922895695,27.075472008159725,PTPRD;CLSTN3;LIG4
25,GO_Biological_Process_2023,Heterophilic Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0007157),3/49,0.0140151282103447,0.4112793361452274,0,0,6.34439922895695,27.075472008159725,PTPRD;CADM3;TENM3
26,GO_Biological_Process_2023,Regulation Of Cold-Induced Thermogenesis (GO:0120161),5/146,0.0177235942123364,0.4112793361452274,0,0,3.4672382767015986,13.982881427562104,ARRDC3;ELOVL3;ALDH1A1;PRLR;ADIPOR2
27,GO_Biological_Process_2023,Regulation Of Cardiac Conduction (GO:1903779),2/21,0.0194944137816683,0.4112793361452274,0,0,10.203818369453044,40.17883405322678,ATP2B2;CORIN
28,GO_Biological_Process_2023,Pattern Recognition Receptor Signaling Pathway (GO:0002221),3/56,0.0200141913407341,0.4112793361452274,0,0,5.504507853889766,21.52985692571471,COLEC10;TLR5;MBL2
29,GO_Biological_Process_2023,Regulation Of Protein Secretion (GO:0050708),4/102,0.0212381176479467,0.4112793361452274,0,0,3.979793897757123,15.329997786741018,RSAD2;SYTL4;GCK;EXPH5
30,GO_Biological_Process_2023,Acylglycerol Biosynthetic Process (GO:0046463),2/22,0.0213003292316563,0.4112793361452274,0,0,9.69313725490196,37.30920273952528,MOGAT1;GCK
31,GO_Biological_Process_2023,Sterol Metabolic Process (GO:0016125),3/60,0.0239833387438891,0.4112793361452274,0,0,5.117189525537983,19.0891428702138,CYP7B1;APOB;CYP7A1
32,GO_Biological_Process_2023,Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156),3/60,0.0239833387438891,0.4112793361452274,0,0,5.117189525537983,19.0891428702138,CADM3;TENM3;ROBO1
33,GO_Biological_Process_2023,Fat-Soluble Vitamin Metabolic Process (GO:0006775),2/24,0.0251106419968209,0.4112793361452274,0,0,8.811051693404634,32.46399870250626,CYP2R1;LRAT
34,GO_Biological_Process_2023,Multivesicular Body Sorting Pathway (GO:0071985),2/24,0.0251106419968209,0.4112793361452274,0,0,8.811051693404634,32.46399870250626,SYTL4;EXPH5
35,GO_Biological_Process_2023,Negative Regulation Of Smoothened Signaling Pathway (GO:0045879),2/25,0.0271119618777631,0.4112793361452274,0,0,8.427536231884059,30.40469878012719,HHIP;PTCH2
36,GO_Biological_Process_2023,Bile Acid Biosynthetic Process (GO:0006699),2/25,0.0271119618777631,0.4112793361452274,0,0,8.427536231884059,30.40469878012719,CYP7B1;CYP7A1
37,GO_Biological_Process_2023,Inner Ear Morphogenesis (GO:0042472),2/25,0.0271119618777631,0.4112793361452274,0,0,8.427536231884059,30.40469878012719,TMIE;TTC39C
38,GO_Biological_Process_2023,Positive Regulation Of Immune System Process (GO:0002684),2/27,0.0312994175522189,0.4112793361452274,0,0,7.7525490196078435,26.856037574808433,RSAD2;C9
39,GO_Biological_Process_2023,Regulation Of Heart Contraction (GO:0008016),3/69,0.0343522162043019,0.4112793361452274,0,0,4.417375727720556,14.89136559406758,BMP10;ATP2B2;CORIN
40,GO_Biological_Process_2023,Regulation Of Developmental Growth (GO:0048638),2/29,0.0357235573329591,0.4112793361452274,0,0,7.17755991285403,23.91523442273015,GHR;PLCB1
41,GO_Biological_Process_2023,Organic Cyclic Compound Biosynthetic Process (GO:1901362),2/29,0.0357235573329591,0.4112793361452274,0,0,7.17755991285403,23.91523442273015,PRLR;CYP17A1
42,GO_Biological_Process_2023,Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220),2/30,0.0380208196340835,0.4112793361452274,0,0,6.920868347338936,22.62861914557143,COLEC10;MBL2
43,GO_Biological_Process_2023,Negative Regulation Of Carbohydrate Metabolic Process (GO:0045912),2/30,0.0380208196340835,0.4112793361452274,0,0,6.920868347338936,22.62861914557143,FBP1;GCK
44,GO_Biological_Process_2023,Cholesterol Homeostasis (GO:0042632),3/72,0.0382464053800615,0.4112793361452274,0,0,4.224673377596916,13.78809058359796,CYP7B1;APOB;CYP7A1
45,GO_Biological_Process_2023,Organonitrogen Compound Biosynthetic Process (GO:1901566),4/123,0.0385010883372286,0.4112793361452274,0,0,3.273982860470921,10.663587327007855,ABHD3;ELOVL3;CHPT1;CSAD
46,GO_Biological_Process_2023,Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167),4/124,0.0394758945547303,0.4112793361452274,0,0,3.2465346534653468,10.493011212400235,PTPRD;ZAP70;NTRK2;LIFR
47,GO_Biological_Process_2023,Sterol Homeostasis (GO:0055092),3/73,0.0395924413043137,0.4112793361452274,0,0,4.164109781843772,13.446397915837842,CYP7B1;APOB;CYP7A1
48,GO_Biological_Process_2023,Regulation Of Gluconeogenesis (GO:0006111),2/31,0.0403730216760329,0.4112793361452274,0,0,6.681879648411089,21.44611746978806,FBP1;GCK
49,GO_Biological_Process_2023,Bile Acid Metabolic Process (GO:0008206),2/31,0.0403730216760329,0.4112793361452274,0,0,6.681879648411089,21.44611746978806,CYP7B1;CYP7A1
50,GO_Biological_Process_2023,Negative Regulation Of Chemotaxis (GO:0050922),2/31,0.0403730216760329,0.4112793361452274,0,0,6.681879648411089,21.44611746978806,SEMA5B;ROBO1
51,GO_Biological_Process_2023,Positive Regulation Of Synapse Assembly (GO:0051965),2/32,0.0427788000292463,0.4112793361452274,0,0,6.458823529411765,20.35635566370773,PTPRD;CLSTN3
52,GO_Biological_Process_2023,Positive Regulation Of Protein Secretion (GO:0050714),3/76,0.0437730127351684,0.4112793361452274,0,0,3.9923746541602,12.491093488622118,SYTL4;GCK;EXPH5
53,GO_Biological_Process_2023,Regulation Of Ras Protein Signal Transduction (GO:0046578),3/76,0.0437730127351684,0.4112793361452274,0,0,3.9923746541602,12.491093488622118,SYDE2;MMD2;FBP1
54,GO_Biological_Process_2023,Positive Regulation Of JNK Cascade (GO:0046330),3/77,0.0452136403316865,0.4112793361452274,0,0,3.9382239382239383,12.194145133699772,PLCB1;TPD52L1;HIPK2
55,GO_Biological_Process_2023,Negative Regulation Of Small Molecule Metabolic Process (GO:0062014),2/33,0.0452368132866657,0.4112793361452274,0,0,6.250158127767236,19.349514978824324,FBP1;GCK
56,GO_Biological_Process_2023,Glial Cell Differentiation (GO:0010001),2/34,0.0477457417463253,0.4112793361452274,0,0,6.05453431372549,18.41707840643018,TPPP;HAPLN1
57,GO_Biological_Process_2023,Regulation Of Neuron Differentiation (GO:0045664),3/79,0.0481648041790689,0.4112793361452274,0,0,3.834197562872699,11.629607109945816,CDK5RAP1;MMD2;NREP
58,GO_Biological_Process_2023,Liver Development (GO:0001889),2/35,0.0503042871367639,0.4112793361452274,0,0,5.8707664884135475,17.55162494188952,UGT1A9;E2F8
59,GO_Biological_Process_2023,B Cell Chemotaxis (GO:0035754),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,CYP7B1
60,GO_Biological_Process_2023,"CD4-positive, Alpha-Beta T Cell Activation (GO:0035710)",1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,RSAD2
61,GO_Biological_Process_2023,Regulation Of Focal Adhesion Disassembly (GO:0120182),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,PIK3R1
62,GO_Biological_Process_2023,PML Body Organization (GO:0030578),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,HIPK2
63,GO_Biological_Process_2023,Activation Of Transmembrane Receptor Protein Tyrosine Kinase Activity (GO:0007171),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,PRLR
64,GO_Biological_Process_2023,Adiponectin-Activated Signaling Pathway (GO:0033211),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,ADIPOR2
65,GO_Biological_Process_2023,"Anterior/Posterior Axis Specification, Embryo (GO:0008595)",1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,TBX3
66,GO_Biological_Process_2023,Neurotransmitter Loading Into Synaptic Vesicle (GO:0098700),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,SLC17A8
67,GO_Biological_Process_2023,Basic Amino Acid Transport (GO:0015802),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,SLC3A1
68,GO_Biological_Process_2023,Regulation Of Plasma Membrane Repair (GO:1905684),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,SYTL4
69,GO_Biological_Process_2023,Regulation Of Renal Sodium Excretion (GO:0035813),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,CORIN
70,GO_Biological_Process_2023,Regulation Of Sarcomere Organization (GO:0060297),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,BMP10
71,GO_Biological_Process_2023,Cellular Response To Magnesium Ion (GO:0071286),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,FBP1
72,GO_Biological_Process_2023,Reproductive System Development (GO:0061458),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,TBX3
73,GO_Biological_Process_2023,Double-Strand Break Repair Via Classical Nonhomologous End Joining (GO:0097680),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,LIG4
74,GO_Biological_Process_2023,Positive Regulation Of Focal Adhesion Disassembly (GO:0120183),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,PIK3R1
75,GO_Biological_Process_2023,succinyl-CoA Catabolic Process (GO:1901289),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,NUDT7
76,GO_Biological_Process_2023,fatty-acyl-CoA Catabolic Process (GO:0036115),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,NUDT7
77,GO_Biological_Process_2023,Gamma-Aminobutyric Acid Metabolic Process (GO:0009448),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,ALDH1A1
78,GO_Biological_Process_2023,Glucocorticoid Biosynthetic Process (GO:0006704),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,CYP17A1
79,GO_Biological_Process_2023,Transmembrane Receptor Protein Tyrosine Phosphatase Signaling Pathway (GO:0007185),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,PTPRD
80,GO_Biological_Process_2023,Tripartite Regional Subdivision (GO:0007351),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,TBX3
81,GO_Biological_Process_2023,Hepatocyte Differentiation (GO:0070365),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,E2F8
82,GO_Biological_Process_2023,Hexose Catabolic Process (GO:0019320),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,GCK
83,GO_Biological_Process_2023,Immunoglobulin V(D)J Recombination (GO:0033152),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,LIG4
84,GO_Biological_Process_2023,Positive Regulation Of Pyruvate Dehydrogenase Activity (GO:1904184),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,PDPR
85,GO_Biological_Process_2023,Positive Regulation Of Toll-Like Receptor 7 Signaling Pathway (GO:0034157),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,RSAD2
86,GO_Biological_Process_2023,Protein C-linked Glycosylation Via 2'-alpha-mannosyl-L-tryptophan (GO:0018406),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,DPY19L3
87,GO_Biological_Process_2023,Protein C-linked Glycosylation Via Tryptophan (GO:0018317),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,DPY19L3
88,GO_Biological_Process_2023,Medium-Chain Fatty Acid Biosynthetic Process (GO:0051792),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,ABHD3
89,GO_Biological_Process_2023,Medium-Chain fatty-acyl-CoA Metabolic Process (GO:0036112),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,NUDT7
90,GO_Biological_Process_2023,Purine-Containing Compound Catabolic Process (GO:0072523),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,DPYD
91,GO_Biological_Process_2023,Negative Regulation Of Cellular Extravasation (GO:0002692),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,PLCB1
92,GO_Biological_Process_2023,Negative Regulation Of Chemokine-Mediated Signaling Pathway (GO:0070100),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,ROBO1
93,GO_Biological_Process_2023,Negative Regulation Of Cytokinesis (GO:0032466),1/5,0.0504546759785958,0.4112793361452274,0,0,24.134146341463413,72.08096860092628,E2F8
94,GO_Biological_Process_2023,Positive Regulation Of Exocytosis (GO:0045921),2/37,0.0555651407903089,0.4112793361452274,0,0,5.534733893557423,15.996483684752713,SYTL4;EXPH5
95,GO_Biological_Process_2023,Positive Regulation Of Immune Effector Process (GO:0002699),2/37,0.0555651407903089,0.4112793361452274,0,0,5.534733893557423,15.996483684752713,COLEC10;MBL2
96,GO_Biological_Process_2023,Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427),2/37,0.0555651407903089,0.4112793361452274,0,0,5.534733893557423,15.996483684752713,GHR;PRLR
97,GO_Biological_Process_2023,G2/M Transition Of Mitotic Cell Cycle (GO:0000086),2/38,0.0582649568695347,0.4112793361452274,0,0,5.380718954248366,15.29606274710441,TPD52L1;PLCB1
98,GO_Biological_Process_2023,Connective Tissue Development (GO:0061448),2/38,0.0582649568695347,0.4112793361452274,0,0,5.380718954248366,15.29606274710441,CHI3L1;SOX5
99,GO_Biological_Process_2023,Negative Regulation Of Digestive System Process (GO:0060457),1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,HAMP
100,GO_Biological_Process_2023,Nucleobase Catabolic Process (GO:0046113),1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,DPYD
101,GO_Biological_Process_2023,Cardiac Pacemaker Cell Development (GO:0060926),1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,TBX3
102,GO_Biological_Process_2023,Regulation Of Pyruvate Dehydrogenase Activity (GO:1904182),1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,PDPR
103,GO_Biological_Process_2023,Regulation Of Toll-Like Receptor 7 Signaling Pathway (GO:0034155),1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,RSAD2
104,GO_Biological_Process_2023,Cholesterol Catabolic Process (GO:0006707),1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,CYP7A1
105,GO_Biological_Process_2023,Positive Regulation Of Chemokine (C-X-C Motif) Ligand 2 Production (GO:2000343),1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,MBL2
106,GO_Biological_Process_2023,Sterol Catabolic Process (GO:0016127),1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,CYP7A1
107,GO_Biological_Process_2023,"Fatty Acid Elongation, Monounsaturated Fatty Acid (GO:0034625)",1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,ELOVL3
108,GO_Biological_Process_2023,"Fatty Acid Elongation, Polyunsaturated Fatty Acid (GO:0034626)",1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,ELOVL3
109,GO_Biological_Process_2023,"Fatty Acid Elongation, Saturated Fatty Acid (GO:0019367)",1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,ELOVL3
110,GO_Biological_Process_2023,"Fatty Acid Elongation, Unsaturated Fatty Acid (GO:0019368)",1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,ELOVL3
111,GO_Biological_Process_2023,Glucan Catabolic Process (GO:0009251),1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,MGAM
112,GO_Biological_Process_2023,Positive Regulation Of Multicellular Organism Growth (GO:0040018),1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,GHR
113,GO_Biological_Process_2023,Glycerol-3-Phosphate Metabolic Process (GO:0006072),1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,GCK
114,GO_Biological_Process_2023,Heart Trabecula Formation (GO:0060347),1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,BMP10
115,GO_Biological_Process_2023,Vitamin A Metabolic Process (GO:0006776),1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,LRAT
116,GO_Biological_Process_2023,Xenobiotic Glucuronidation (GO:0052697),1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,UGT1A9
117,GO_Biological_Process_2023,Lymphoid Progenitor Cell Differentiation (GO:0002320),1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,LIG4
118,GO_Biological_Process_2023,Protein Localization To Basolateral Plasma Membrane (GO:1903361),1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,LIN7A
119,GO_Biological_Process_2023,Regulation Of SA Node Cell Action Potential (GO:0098907),1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,HCN3
120,GO_Biological_Process_2023,Regulation Of Bile Acid Metabolic Process (GO:1904251),1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,CYP7A1
121,GO_Biological_Process_2023,Regulation Of Cardiac Muscle Hypertrophy In Response To Stress (GO:1903242),1/6,0.0602374163024787,0.4112793361452274,0,0,19.306341463414633,54.24042471684064,BMP10
122,GO_Biological_Process_2023,Glucose Homeostasis (GO:0042593),3/87,0.0608808537655155,0.4112793361452274,0,0,3.467628430682618,9.705325165121378,PIK3R1;ADIPOR2;GCK
123,GO_Biological_Process_2023,Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208),2/39,0.0610094049273669,0.4112793361452274,0,0,5.235029146793853,14.640948656588437,RSAD2;TLR5
124,GO_Biological_Process_2023,Regulation Of Glycolytic Process (GO:0006110),2/40,0.0637972893224432,0.4112793361452274,0,0,5.097007223942208,14.02719108776053,FBP1;GCK
125,GO_Biological_Process_2023,Cell Cycle G2/M Phase Transition (GO:0044839),2/40,0.0637972893224432,0.4112793361452274,0,0,5.097007223942208,14.02719108776053,TPD52L1;PLCB1
126,GO_Biological_Process_2023,Retinoid Metabolic Process (GO:0001523),2/40,0.0637972893224432,0.4112793361452274,0,0,5.097007223942208,14.02719108776053,ALDH1A1;LRAT
127,GO_Biological_Process_2023,Positive Regulation Of MAP Kinase Activity (GO:0043406),3/91,0.0677681153621209,0.4112793361452274,0,0,3.3093372145096285,8.907622088700307,GHR;TPD52L1;ROBO1
128,GO_Biological_Process_2023,Axon Guidance (GO:0007411),4/149,0.0683733541462353,0.4112793361452274,0,0,2.6833731649026973,7.1988786325601755,SEMA5B;LRTM2;LRTM1;PLXNA2
129,GO_Biological_Process_2023,Skeletal System Development (GO:0001501),4/149,0.0683733541462353,0.4112793361452274,0,0,2.6833731649026973,7.1988786325601755,HHIP;CHI3L1;TBX3;SOX5
130,GO_Biological_Process_2023,Organic Hydroxy Compound Biosynthetic Process (GO:1901617),2/42,0.069498682798571,0.4112793361452274,0,0,4.841666666666667,12.91004987811885,CYP7B1;CYP7A1
131,GO_Biological_Process_2023,Regulation Of Chemokine-Mediated Signaling Pathway (GO:0070099),1/7,0.0699198555965909,0.4112793361452274,0,0,16.08780487804878,42.80008639685145,ROBO1
132,GO_Biological_Process_2023,Regulation Of Cyclic-Nucleotide Phosphodiesterase Activity (GO:0051342),1/7,0.0699198555965909,0.4112793361452274,0,0,16.08780487804878,42.80008639685145,GNAT1
133,GO_Biological_Process_2023,DNA Ligation (GO:0006266),1/7,0.0699198555965909,0.4112793361452274,0,0,16.08780487804878,42.80008639685145,LIG4
134,GO_Biological_Process_2023,Alditol Metabolic Process (GO:0019400),1/7,0.0699198555965909,0.4112793361452274,0,0,16.08780487804878,42.80008639685145,GCK
135,GO_Biological_Process_2023,Regulation Of Mammary Gland Epithelial Cell Proliferation (GO:0033599),1/7,0.0699198555965909,0.4112793361452274,0,0,16.08780487804878,42.80008639685145,ROBO1
136,GO_Biological_Process_2023,Regulation Of Mesenchymal Stem Cell Differentiation (GO:2000739),1/7,0.0699198555965909,0.4112793361452274,0,0,16.08780487804878,42.80008639685145,SOX5
137,GO_Biological_Process_2023,Arginine Catabolic Process (GO:0006527),1/7,0.0699198555965909,0.4112793361452274,0,0,16.08780487804878,42.80008639685145,OAT
138,GO_Biological_Process_2023,Benzene-Containing Compound Metabolic Process (GO:0042537),1/7,0.0699198555965909,0.4112793361452274,0,0,16.08780487804878,42.80008639685145,KYNU
139,GO_Biological_Process_2023,Positive Regulation Of T-helper 2 Cell Cytokine Production (GO:2000553),1/7,0.0699198555965909,0.4112793361452274,0,0,16.08780487804878,42.80008639685145,RSAD2
140,GO_Biological_Process_2023,Diacylglycerol Biosynthetic Process (GO:0006651),1/7,0.0699198555965909,0.4112793361452274,0,0,16.08780487804878,42.80008639685145,MOGAT1
141,GO_Biological_Process_2023,Single Strand Break Repair (GO:0000012),1/7,0.0699198555965909,0.4112793361452274,0,0,16.08780487804878,42.80008639685145,LIG4
142,GO_Biological_Process_2023,Sodium-Dependent Phosphate Transport (GO:0044341),1/7,0.0699198555965909,0.4112793361452274,0,0,16.08780487804878,42.80008639685145,SLC17A8
143,GO_Biological_Process_2023,Positive Regulation Of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043568),1/7,0.0699198555965909,0.4112793361452274,0,0,16.08780487804878,42.80008639685145,MYORG
144,GO_Biological_Process_2023,Fructose Metabolic Process (GO:0006000),1/7,0.0699198555965909,0.4112793361452274,0,0,16.08780487804878,42.80008639685145,FBP1
145,GO_Biological_Process_2023,Glucocorticoid Metabolic Process (GO:0008211),1/7,0.0699198555965909,0.4112793361452274,0,0,16.08780487804878,42.80008639685145,CYP17A1
146,GO_Biological_Process_2023,Tryptophan Catabolic Process (GO:0006569),1/7,0.0699198555965909,0.4112793361452274,0,0,16.08780487804878,42.80008639685145,KYNU
